cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,category
6420,11.67,1690,3.07,85.0,75.53,Server
6418,35.35491103202847,1830,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
6415,14.55,1210,2.74,52.0,123.37,Server
6401,9.11,2233,3.18,15.0,426.76,Laptop
6397,45.7,2076,14.83,77.0,83.08,Desktop
6387,35.35491103202847,2089,15.189008642602948,47.0,135.89,Laptop
6385,28.58,953,4.27,140.0,45.61,Server
6385,35.35491103202847,2732,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
6383,9.06,2236,3.17,15.0,425.51,Laptop
6378,205.88,1473,47.55,95.0,67.14,Server
6362,74.68,1382,16.22,80.0,79.52,Server
6358,10.34,2246,3.65,15.0,423.86,Laptop
6358,6.06,2154,2.05,15.0,423.89,Laptop
6347,35.35491103202847,1936,15.189008642602948,65.0,97.65,Desktop
6333,35.35491103202847,2029,15.189008642602948,25.0,253.31,Server
6321,84.28,1348,17.98,95.0,66.54,Server
6316,17.19,2042,5.56,77.0,82.02,Server
6312,30.33,2303,11.06,73.0,86.47,Server
6307,46.72,2332,17.27,91.0,69.31,Desktop
6304,60.88,1927,18.61,65.0,96.98,Desktop
6301,63.02,2044,20.44,69.0,91.32,Server
6300,35.35491103202847,1944,15.189008642602948,47.0,134.05,Laptop
6299,14.51,1972,4.54,47.0,134.03,Laptop
6298,175.52,1552,43.25,130.0,48.44,Server
6291,7.05,2100,2.35,45.0,139.81,Desktop
6284,21.16,2031,6.84,15.0,418.94,Laptop
6273,22.33,2695,9.59,62.37555732484076,121.6232388535032,Laptop
6265,13.62,2019,4.39,47.0,133.3,Laptop
6246,127.47,1303,26.59,80.0,78.08,Server
6245,6.45,1005,1.04,115.0,54.3,Server
6244,48.96,1849,14.5,130.0,48.03,Server
6239,11.57,2166,4.02,15.0,415.95,Laptop
6205,36.5,1875,11.03,40.0,155.12,Server
6202,24.32,1836,7.2,120.0,51.69,Server
6192,99.93,1994,32.18,69.0,89.75,Server
6187,35.35491103202847,2527,15.189008642602948,15.0,412.45,Laptop
6180,35.35491103202847,1832,15.189008642602948,10.0,617.95,Laptop
6178,54.2,2034,17.84,65.0,95.05,Desktop
6173,22.21,1906,6.86,25.0,246.93,Server
6163,36.26,2240,13.18,65.0,94.82,Desktop
6162,43.09,2318,16.21,35.0,176.07,Desktop
6145,35.35491103202847,2147,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
6144,35.35491103202847,2060,15.189008642602948,15.0,409.61,Laptop
6138,35.35491103202847,1901,15.189008642602948,47.0,130.6,Laptop
6136,23.1,2262,8.51,62.0,98.97,Desktop
6131,125.12,1270,25.92,95.0,64.54,Server
6128,27.98,1626,7.43,125.0,49.02,Desktop
6125,35.35491103202847,1934,15.189008642602948,47.0,130.31,Laptop
6107,51.32,2284,19.2,65.0,93.96,Desktop
6107,84.43,1387,19.17,95.0,64.28,Server
6103,12.21,2122,4.25,15.0,406.87,Laptop
6090,95.25,1392,21.77,95.0,64.11,Server
6089,35.35491103202847,2249,15.189008642602948,65.0,93.67,Desktop
6081,45.72,2363,17.77,65.0,93.55,Laptop
6073,20.38,2231,7.49,35.0,173.5,Desktop
6073,4.5,1156,0.86,95.0,63.92,Server
6069,16.01,1231,3.25,115.0,52.77,Server
6064,36.53,2284,13.76,65.0,93.3,Desktop
6057,11.88,1963,3.85,65.0,93.19,Server
6051,10.88,1951,3.51,47.0,128.75,Laptop
6050,35.35491103202847,1787,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
6035,35.35491103202847,2106,15.189008642602948,45.0,134.1,Server
6034,33.53,2004,11.14,47.0,128.37,Laptop
6023,35.35491103202847,2025,15.189008642602948,47.0,128.15,Laptop
5998,35.35491103202847,2015,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5988,35.35491103202847,2200,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
5987,8.55,2104,3.01,45.0,133.05,Server
5985,23.66,1671,6.61,220.0,27.21,Desktop
5982,35.35491103202847,1853,15.189008642602948,15.0,398.8,Laptop
5969,48.53,1576,12.81,125.0,47.75,Desktop
5966,10.87,1954,3.56,45.0,132.57,Laptop
5964,35.35491103202847,2076,15.189008642602948,15.0,397.63,Laptop
5961,14.94,2064,5.17,80.0,74.51,Server
5941,35.35491103202847,1932,15.189008642602948,15.0,396.03,Laptop
5929,120.99,1091,22.26,70.0,84.69,Server
5908,35.35491103202847,2065,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5905,35.35491103202847,2124,15.189008642602948,47.0,125.64,Laptop
5904,35.35491103202847,1976,15.189008642602948,15.0,393.57,Laptop
5903,35.35491103202847,1211,15.189008642602948,60.0,98.39,Server
5900,34.71,1282,7.54,95.0,62.11,Server
5897,35.35491103202847,2000,15.189008642602948,35.0,168.47,Desktop
5889,3.44,1127,0.66,115.0,51.21,Server
5876,35.35491103202847,1724,15.189008642602948,45.0,130.58,Server
5871,32.64,1774,9.86,130.0,45.16,Server
5863,84.97,1190,17.25,95.0,61.72,Server
5842,304.26,1689,87.97,80.0,73.02,Server
5834,35.35491103202847,1894,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5829,24.29,1944,8.1,47.0,124.02,Laptop
5827,36.66,2005,12.62,25.0,233.07,Desktop
5803,35.35491103202847,1899,15.189008642602948,15.0,386.88,Laptop
5800,21.36,1895,6.98,47.0,123.4,Laptop
5776,20.27,2552,8.95,15.0,385.06,Mobile/Embedded
5776,75.02,1060,13.77,65.0,88.86,Server
5769,88.76,1013,15.58,70.0,82.42,Server
5762,35.35491103202847,1870,15.189008642602948,47.0,122.59,Laptop
5761,99.32,1302,22.45,95.0,60.64,Server
5761,35.35491103202847,2452,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5755,10.48,1915,3.49,45.0,127.89,Laptop
5754,17.21,1013,3.03,85.0,67.7,Server
5754,48.77,1736,14.71,130.0,44.26,Desktop
5748,7.46,1930,2.51,45.0,127.73,Desktop
5735,35.35491103202847,1840,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5734,35.35491103202847,1965,15.189008642602948,7.0,819.21,Laptop
5729,13.75,1938,4.65,72.0,79.57,Server
5724,35.35491103202847,2544,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5711,22.84,2131,8.52,45.0,126.91,Laptop
5708,26.18,1885,8.65,45.0,126.85,Laptop
5707,29.29,2019,10.36,80.0,71.34,Server
5701,35.35491103202847,2262,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5700,5.2,1910,1.74,55.0,103.63,Laptop
5688,35.35491103202847,1766,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5682,29.44,1875,9.72,65.0,87.41,Server
5671,34.37,1930,11.7,55.0,103.1,Laptop
5665,35.35491103202847,1694,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5655,46.36,2096,17.19,35.0,161.56,Desktop
5655,43.84,2123,16.46,65.0,87.0,Desktop
5651,28.83,1859,9.49,45.0,125.57,Laptop
5625,54.24,1157,11.16,115.0,48.91,Server
5623,80.34,2197,31.39,88.0,63.9,Desktop
5620,35.35491103202847,1844,15.189008642602948,37.0,151.88,Laptop
5604,31.13,1786,9.92,95.0,58.99,Desktop
5599,35.35491103202847,1733,15.189008642602948,47.0,119.12,Laptop
5596,35.35491103202847,2146,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5589,35.35491103202847,2285,15.189008642602948,65.0,85.99,Desktop
5573,35.59,1933,12.34,45.0,123.84,Desktop
5572,46.87,2205,18.54,84.0,66.33,Desktop
5572,2.71,1165,0.57,115.0,48.45,Server
5561,35.35491103202847,1184,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
5560,14.52,1784,4.66,47.0,118.3,Laptop
5555,18.71,2248,7.57,15.0,370.36,Laptop
5548,21.48,2251,8.71,65.0,85.36,Desktop
5547,35.82,2154,13.91,84.0,66.04,Desktop
5526,35.35491103202847,2029,15.189008642602948,45.0,122.8,Laptop
5523,33.99,1646,10.13,130.0,42.48,Server
5520,19.74,2115,7.56,84.0,65.71,Server
5518,14.6,1784,4.72,47.0,117.4,Laptop
5510,15.39,1780,4.97,95.0,58.0,Server
5507,35.35491103202847,1745,15.189008642602948,15.0,367.11,Laptop
5502,35.35491103202847,1682,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5500,35.35491103202847,1754,15.189008642602948,47.0,117.02,Laptop
5500,68.76,1745,21.82,95.0,57.89,Desktop
5499,31.42,2103,12.01,65.0,84.6,Desktop
5459,35.35491103202847,1775,15.189008642602948,45.0,121.32,Laptop
5440,54.4,2142,21.42,84.0,64.77,Desktop
5440,35.35491103202847,1578,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
5435,35.35491103202847,600,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
5429,35.35491103202847,2321,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5427,35.35491103202847,1744,15.189008642602948,35.0,155.06,Desktop
5427,35.35491103202847,1734,15.189008642602948,45.0,120.59,Server
5419,44.42,2106,17.26,35.0,154.82,Desktop
5414,38.7,2027,14.49,65.0,83.29,Desktop
5409,65.66,1472,17.87,125.0,43.27,Desktop
5398,38.28,1744,12.37,80.0,67.47,Server
5386,67.35,1761,22.02,80.0,67.32,Server
5380,38.85,2186,15.79,65.0,82.77,Desktop
5372,7.17,1730,2.31,95.0,56.54,Server
5368,35.35491103202847,1943,15.189008642602948,45.0,119.28,Laptop
5366,21.9,1741,7.11,95.0,56.49,Server
5366,35.35491103202847,2241,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5361,35.35491103202847,1662,15.189008642602948,37.0,144.89,Laptop
5360,35.35491103202847,2309,15.189008642602948,15.0,357.36,Laptop
5351,16.99,1043,3.31,85.0,62.96,Server
5344,92.14,2093,36.08,84.0,63.62,Desktop
5344,60.04,1741,19.56,95.0,56.25,Desktop
5319,28.15,1964,10.39,35.0,151.97,Desktop
5319,28.29,1765,9.39,47.0,113.17,Laptop
5305,35.35491103202847,1119,15.189008642602948,60.0,88.42,Server
5304,5.92,1769,1.98,25.0,212.17,Server
5302,35.35491103202847,2323,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5291,20.13,1922,7.31,35.0,151.18,Desktop
5286,5.97,849,0.96,115.0,45.97,Server
5282,27.81,1619,8.52,130.0,40.63,Server
5280,69.79,1112,14.71,95.0,55.58,Server
5276,35.35491103202847,2574,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5273,163.36,1005,31.13,60.0,87.89,Server
5273,35.35491103202847,1793,15.189008642602948,37.0,142.5,Laptop
5264,58.52,1992,22.15,84.0,62.67,Server
5257,35.35491103202847,1237,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5246,15.27,1433,4.17,115.0,45.62,Server
5245,29.46,1905,10.7,140.0,37.46,Server
5241,35.35491103202847,1572,15.189008642602948,25.0,209.63,Laptop
5240,8.98,753,1.29,115.0,45.56,Server
5235,208.22,1490,59.27,95.0,55.1,Desktop
5233,18.96,2164,7.84,65.0,80.5,Desktop
5228,35.35491103202847,1738,15.189008642602948,45.0,116.18,Laptop
5227,35.35491103202847,1930,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5223,76.03,1484,21.6,95.0,54.97,Desktop
5214,35.35491103202847,2171,15.189008642602948,15.0,347.57,Laptop
5213,35.35491103202847,1610,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5199,52.0,2036,20.36,84.0,61.9,Desktop
5199,35.35491103202847,1944,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
5186,35.35491103202847,2048,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5163,39.72,1964,15.11,65.0,79.43,Desktop
5161,35.35491103202847,1672,15.189008642602948,37.0,139.48,Laptop
5160,71.02,1211,16.67,80.0,64.5,Server
5158,82.22,1424,22.7,125.0,41.26,Desktop
5154,15.86,1984,6.11,80.0,64.42,Server
5150,35.35491103202847,1758,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5149,30.29,1108,6.52,95.0,54.2,Server
5148,35.35491103202847,2022,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5145,6.19,1413,1.7,95.0,54.15,Desktop
5145,35.35491103202847,2127,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5131,11.93,1695,3.94,45.0,114.03,Laptop
5128,18.25,2250,8.01,15.0,341.84,Laptop
5128,35.35491103202847,2007,15.189008642602948,45.0,113.96,Laptop
5117,113.73,1570,34.9,95.0,53.86,Server
5112,46.47,1614,14.67,130.0,39.32,Server
5104,35.35491103202847,1967,15.189008642602948,45.0,113.42,Laptop
5100,12.75,1665,4.16,45.0,113.32,Laptop
5095,14.47,1682,4.78,37.0,137.71,Laptop
5095,19.6,2052,7.89,65.0,78.39,Desktop
5087,35.35491103202847,1995,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5083,35.35491103202847,2490,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5077,17.69,1753,6.11,120.0,42.31,Server
5070,35.35491103202847,2112,15.189008642602948,65.0,78.0,Desktop
5069,35.35491103202847,2211,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5040,35.35491103202847,2680,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5036,10.09,1619,3.25,35.0,143.88,Desktop
5035,35.35491103202847,1860,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
5034,35.35491103202847,2042,15.189008642602948,84.0,59.93,Desktop
5017,12.27,1538,3.76,15.0,334.48,Laptop
5016,12.45,1957,4.86,7.0,716.63,Laptop
5013,35.35491103202847,1761,15.189008642602948,25.0,200.53,Server
5006,18.53,1650,6.11,80.0,62.58,Server
4988,5.64,1833,2.07,95.0,52.5,Server
4972,37.67,1410,10.68,95.0,52.34,Desktop
4955,95.29,1147,22.06,80.0,61.94,Server
4950,35.35491103202847,1814,15.189008642602948,140.0,35.36,Server
4949,35.35491103202847,2043,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4941,35.35491103202847,1842,15.189008642602948,47.0,105.12,Desktop
4936,75.21,2049,31.22,77.0,64.11,Desktop
4929,35.35491103202847,1678,15.189008642602948,35.0,140.82,Laptop
4919,23.09,2063,9.69,65.0,75.67,Desktop
4914,28.97,1981,11.68,65.0,75.59,Desktop
4910,29.58,2049,12.34,77.0,63.77,Desktop
4907,35.35491103202847,2658,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
4860,32.65,1273,8.55,95.0,51.15,Desktop
4858,14.12,793,2.3,85.0,57.16,Server
4856,27.4,2499,14.1,51.0,95.21,Desktop
4846,35.35491103202847,2029,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4845,21.87,1831,8.27,35.0,138.42,Desktop
4836,35.35491103202847,2032,15.189008642602948,7.0,690.81,Laptop
4834,19.34,1819,7.28,25.0,193.35,Laptop
4834,60.84,1902,23.94,84.0,57.55,Desktop
4824,35.35491103202847,2085,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4819,19.22,2493,9.94,60.0,80.32,Desktop
4812,35.35491103202847,1754,15.189008642602948,140.0,34.37,Server
4796,19.11,1103,4.39,85.0,56.43,Server
4784,35.35491103202847,1256,15.189008642602948,35.0,136.68,Server
4783,14.26,1997,5.96,77.0,62.11,Desktop
4776,20.71,1828,7.93,35.0,136.47,Desktop
4767,35.35491103202847,1526,15.189008642602948,45.0,105.94,Laptop
4766,21.16,1929,8.57,77.0,61.89,Server
4764,10.62,1502,3.35,25.0,190.58,Server
4756,35.35491103202847,1299,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
4753,320.68,1203,81.17,115.0,41.33,Server
4752,35.35491103202847,1762,15.189008642602948,10.0,475.21,"Laptop, Mobile/Embedded"
4745,29.47,1964,12.2,15.0,316.33,Laptop
4742,35.35491103202847,1756,15.189008642602948,65.0,72.95,Desktop
4728,35.35491103202847,2595,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4725,20.19,1562,6.68,95.0,49.73,Server
4718,59.72,1860,23.54,84.0,56.16,Desktop
4711,31.41,1552,10.35,45.0,104.68,Server
4710,26.94,1763,10.08,35.0,134.57,Desktop
4707,35.35491103202847,1924,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4703,15.68,2423,8.08,51.0,92.23,Desktop
4701,35.35491103202847,1797,15.189008642602948,45.0,104.46,Laptop
4695,18.19,1046,4.05,85.0,55.24,Server
4691,50.44,1898,20.41,69.0,67.98,Server
4683,24.27,859,4.45,25.0,187.33,Server
4677,103.95,1491,33.14,80.0,58.46,Server
4665,314.79,1181,79.71,95.0,49.11,Server
4660,35.35491103202847,1922,15.189008642602948,45.0,103.55,Desktop
4657,44.11,1943,18.4,77.0,60.48,Desktop
4646,31.23,1806,12.14,84.0,55.31,Desktop
4633,35.35491103202847,2074,15.189008642602948,35.0,132.37,Desktop
4628,51.48,1581,17.59,35.0,132.22,Laptop
4627,35.35491103202847,1553,15.189008642602948,15.0,308.49,Desktop
4620,69.07,1996,29.83,65.0,71.08,Desktop
4607,25.31,1597,8.77,45.0,102.37,Laptop
4603,35.35491103202847,1541,15.189008642602948,35.0,131.51,Laptop
4599,35.35491103202847,2482,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4598,18.39,1716,6.87,25.0,183.92,Laptop
4597,35.35491103202847,1961,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4592,35.35491103202847,1986,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4591,63.2,1139,15.68,60.0,76.52,Server
4588,35.35491103202847,1217,15.189008642602948,16.0,286.74,Mobile/Embedded
4585,14.32,1001,3.13,85.0,53.94,Server
4578,91.57,1327,26.54,125.0,36.62,Desktop
4575,35.35491103202847,1652,15.189008642602948,45.0,101.67,Laptop
4551,32.98,1986,14.39,35.0,130.03,Desktop
4551,252.25,1453,80.55,95.0,47.9,Server
4551,35.35491103202847,1941,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4545,35.35491103202847,2016,15.189008642602948,35.0,129.87,Laptop
4545,35.35491103202847,1866,15.189008642602948,15.0,303.02,Laptop
4543,35.35491103202847,1778,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4537,14.18,1982,6.2,65.0,69.79,Desktop
4527,35.35491103202847,1809,15.189008642602948,65.0,69.65,Desktop
4524,15.93,1712,6.03,65.0,69.61,Desktop
4504,47.41,1141,12.02,95.0,47.41,Server
4503,6.82,1847,2.8,65.0,69.28,Desktop
4501,36.89,1585,12.99,35.0,128.59,Laptop
4497,18.74,1887,7.86,77.0,58.41,Desktop
4493,36.16,2658,21.39,58.0,77.47,Desktop
4480,81.47,1999,36.36,35.0,128.01,Desktop
4475,35.35491103202847,1917,15.189008642602948,35.0,127.86,Desktop
4463,72.42,1542,25.02,125.0,35.71,Desktop
4455,35.35491103202847,1540,15.189008642602948,95.0,46.9,Desktop
4455,223.53,1385,69.5,130.0,34.27,Server
4450,34.5,1984,15.38,35.0,127.15,Laptop
4448,345.33,1631,126.61,140.0,31.77,Server
4442,35.35491103202847,1591,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4423,55.37,1097,13.73,80.0,55.28,Server
4423,11.06,1491,3.73,55.0,80.41,Laptop
4419,35.35491103202847,1102,15.189008642602948,60.0,73.65,Server
4416,35.35491103202847,1817,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4409,35.35491103202847,1582,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4396,40.95,2577,24.0,58.0,75.8,Desktop
4393,35.35491103202847,1187,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4386,26.83,2295,14.04,51.0,86.0,Desktop
4378,18.26,1012,4.22,95.0,46.08,Server
4378,58.37,2652,35.35,58.0,75.48,Desktop
4376,15.09,1927,6.65,15.0,291.73,Laptop
4372,30.15,2343,16.16,51.0,85.73,Desktop
4366,35.35491103202847,1888,15.189008642602948,35.0,124.74,Desktop
4361,16.84,1735,6.7,45.0,96.91,Desktop
4353,35.35491103202847,1390,15.189008642602948,125.0,34.83,Desktop
4353,31.54,1534,11.12,45.0,96.72,Laptop
4353,63.09,1900,27.53,65.0,66.97,Desktop
4347,17.39,1515,6.06,45.0,96.61,Laptop
4344,36.2,1499,12.49,55.0,78.97,Laptop
4342,33.92,2338,18.27,51.0,85.13,Desktop
4328,35.35491103202847,1908,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4302,26.89,1652,10.32,35.0,122.91,Desktop
4301,8.6,2133,4.27,28.0,153.6,Laptop
4285,71.29,2534,42.16,58.0,73.87,Desktop
4285,35.35491103202847,1903,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4281,9.53,514,1.15,31.0,138.1,Server
4277,22.75,1790,9.52,65.0,65.79,Desktop
4264,44.88,1851,19.48,65.0,65.59,Desktop
4259,18.52,1642,7.14,130.0,32.76,Server
4257,35.35491103202847,1458,15.189008642602948,45.0,94.6,Desktop
4256,5.8,2261,3.08,28.0,152.01,Laptop
4255,13.9,1420,4.64,45.0,94.55,Laptop
4248,35.35491103202847,1786,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4237,35.35491103202847,1810,15.189008642602948,35.0,121.05,Desktop
4237,25.68,1783,10.8,69.0,61.4,Desktop
4235,35.35491103202847,931,15.189008642602948,70.0,60.5,Server
4231,35.35491103202847,1190,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4227,35.35491103202847,2135,15.189008642602948,15.0,281.83,Laptop
4224,35.35491103202847,1743,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4224,35.35491103202847,1879,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4187,35.35491103202847,1855,15.189008642602948,35.0,119.63,Desktop
4177,31.76,2220,16.88,51.0,81.9,Desktop
4177,29.11,1815,12.65,65.0,64.26,Desktop
4173,52.17,1596,19.95,10.0,417.34,Mobile/Embedded
4170,12.83,2160,6.65,54.0,77.23,Desktop
4168,45.31,1719,18.69,65.0,64.13,Desktop
4168,35.35491103202847,1779,15.189008642602948,45.0,92.62,Desktop
4165,21.36,1771,9.08,77.0,54.09,Desktop
4162,35.35491103202847,1823,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4160,44.74,2442,26.26,54.0,77.04,Desktop
4159,22.9,2128,11.72,35.0,118.82,Desktop
4158,35.35491103202847,1535,15.189008642602948,10.0,415.82,Mobile/Embedded
4155,87.7,1486,31.36,95.0,43.74,Desktop
4153,74.15,1602,28.61,12.0,346.04,Mobile/Embedded
4149,35.35491103202847,2154,15.189008642602948,28.0,148.16,Laptop
4147,42.76,2491,25.69,58.0,71.5,Desktop
4139,35.35491103202847,1821,15.189008642602948,35.0,118.27,Desktop
4135,33.38,1817,14.67,35.0,118.15,Desktop
4134,5.11,1107,1.37,65.0,63.6,Server
4133,14.71,2324,8.27,15.0,275.56,Laptop
4130,55.34,2484,33.29,58.0,71.21,Desktop
4123,27.75,1754,11.81,95.0,43.4,Desktop
4114,22.86,1396,7.76,45.0,91.43,Laptop
4105,35.35491103202847,2139,15.189008642602948,15.0,273.68,Laptop
4102,25.64,2424,15.15,54.0,75.97,Desktop
4102,41.02,1792,17.92,65.0,63.11,Desktop
4101,69.66,1708,29.01,95.0,43.17,Desktop
4097,69.44,1699,28.8,95.0,43.13,Desktop
4090,55.01,1726,23.21,77.0,53.11,Desktop
4075,35.35491103202847,1601,15.189008642602948,10.0,407.51,Mobile/Embedded
4072,9.03,547,1.21,115.0,35.41,Server
4070,94.64,1608,37.38,9.0,452.18,Mobile/Embedded
4051,35.35491103202847,1375,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
4050,35.35491103202847,2189,15.189008642602948,15.0,269.98,Laptop
4044,35.35491103202847,1393,15.189008642602948,45.0,89.87,Laptop
4041,32.33,1481,11.85,45.0,89.81,Server
4040,28.74,2055,14.62,35.0,115.43,Desktop
4025,35.35491103202847,1782,15.189008642602948,15.0,268.34,Laptop
4018,59.08,1204,17.71,80.0,50.22,Server
4010,35.35491103202847,1510,15.189008642602948,15.0,267.31,Desktop
4007,62.81,1085,17.02,115.0,34.84,Server
4005,9.22,2266,5.22,15.0,267.01,Laptop
4005,53.4,2277,30.36,35.0,114.42,Desktop
4001,13.34,1382,4.61,125.0,32.01,Desktop
3988,35.35491103202847,1847,15.189008642602948,15.0,265.87,Laptop
3982,18.97,1648,7.85,35.0,113.78,Desktop
3978,35.35491103202847,1830,15.189008642602948,15.0,265.19,Laptop
3974,22.21,1654,9.24,95.0,41.83,Desktop
3973,35.35491103202847,1107,15.189008642602948,65.0,61.12,Server
3966,35.35491103202847,1817,15.189008642602948,15.0,264.42,"Laptop, Mobile/Embedded"
3949,30.39,1269,9.76,95.0,41.57,Server
3937,35.35491103202847,1337,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
3928,35.35491103202847,1579,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
3925,35.35491103202847,2059,15.189008642602948,28.0,140.19,Laptop
3925,12.91,2080,6.84,28.0,140.19,Laptop
3911,33.43,1997,17.07,35.0,111.75,Desktop
3906,105.59,1413,38.19,65.0,60.09,Server
3906,35.35491103202847,1531,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
3904,72.29,1364,25.25,10.0,390.38,Mobile/Embedded
3895,8.29,1989,4.23,15.0,259.67,Laptop
3885,35.35491103202847,1826,15.189008642602948,15.0,259.03,Laptop
3878,22.95,1775,10.5,65.0,59.66,Desktop
3878,35.35491103202847,1509,15.189008642602948,65.0,59.66,Desktop
3863,35.76,1415,13.1,95.0,40.66,Desktop
3862,35.35491103202847,1884,15.189008642602948,9.0,429.15,Laptop
3855,95.75,1582,39.29,80.0,48.18,Server
3851,9.28,1983,4.78,15.0,256.72,Laptop
3848,35.35491103202847,1718,15.189008642602948,65.0,59.2,Desktop
3848,35.35491103202847,2388,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
3847,27.87,1094,7.92,95.0,40.5,Desktop
3842,35.35491103202847,1493,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
3840,43.35,1580,17.84,95.0,40.42,Desktop
3837,13.65,2142,7.62,15.0,255.79,Laptop
3817,55.32,1572,22.78,95.0,40.18,Server
3816,11.29,1880,5.56,15.0,254.38,Mobile/Embedded
3812,35.35491103202847,2099,15.189008642602948,28.0,136.14,Laptop
3810,19.05,1691,8.46,65.0,58.61,Desktop
3807,12.73,2126,7.11,54.0,70.49,Desktop
3802,35.35491103202847,732,15.189008642602948,62.37555732484076,121.6232388535032,Laptop
3801,35.35491103202847,2013,15.189008642602948,15.0,253.38,Laptop
3800,35.35491103202847,1441,15.189008642602948,62.37555732484076,121.6232388535032,Mobile/Embedded
3797,48.84,1607,20.67,95.0,39.97,Desktop
3787,25.27,2007,13.39,35.0,108.2,Desktop
3784,51.43,1680,22.84,65.0,58.22,Desktop
3777,25.87,2268,15.53,51.0,74.06,Desktop
3770,22.2,2258,13.29,54.0,69.82,Desktop
3769,23.85,2291,14.5,54.0,69.79,Desktop
3766,35.35491103202847,1262,15.189008642602948,45.0,83.68,Laptop
3760,47.0,1616,20.2,6.5,578.47,Mobile/Embedded
3754,35.35491103202847,1738,15.189008642602948,65.0,57.75,Desktop
3752,35.35491103202847,1611,15.189008642602948,95.0,39.49,Desktop
